post_id;post_link;post_type;comment_id;comment_pt;comment_en;timestamp;source_account;terreiro_size;data_collection_date;sentiment_vader_pt;sentiment_vader_en;sentiment_llm;label_manual;notes;comment_length;emoji_count;religious_terms;interaction_type
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=8;Celebrating political support for restauration and respect of Candomblé terreiros;193;Gostaria muito conhecer casa branca;I would love to visit the Casa Branca.;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;35;;;sharing
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=9;Celebrating political support for restauration and respect of Candomblé terreiros;194;Queria conhecer essa casa linda eu como homem oxaguian;I would like to visit this beautiful house as an Oxaguian man.;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;54;;1;sharing
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=10;Celebrating political support for restauration and respect of Candomblé terreiros;195;Aséooó!!;Aséooó!!;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;8;;1;axé
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=11;Celebrating political support for restauration and respect of Candomblé terreiros;196;Ase👏;Ase👏;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;5;1;1;axé
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=12;Celebrating political support for restauration and respect of Candomblé terreiros;197;Axé!!!!👏👏👏👏;Axé!!!!👏👏👏👏;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;15;4;1;axé
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=13;Celebrating political support for restauration and respect of Candomblé terreiros;198;Axé🙌🏽❤️;Axé🙌🏽❤️;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;9;2;1;axé
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=14;Celebrating political support for restauration and respect of Candomblé terreiros;199;Axé 💛;Axé 💛;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;6;1;1;axé
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=15;Celebrating political support for restauration and respect of Candomblé terreiros;200;Parabéns pela incansável luta pela preservação da Casa Branca! Esse é um marco histórico não só para a Casa Branca mas para a preservação da cultura afro brasileira. Axé! 🤎🏹;Congratulations on your tireless fight to preserve the Casa Branca! This is a historic milestone not only for the Casa Branca but also for the preservation of Afro-Brazilian culture. Axé! 🤎🏹;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;175;2;1;political
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=16;Celebrating political support for restauration and respect of Candomblé terreiros;201;Merecido!!! Mais estrutura e segurança para esse sagrado que é base para muitos outros terreiros. 🙏🏼♥️;Well deserved!!! More structure and security for this sacred place, which is the foundation for many other terreiros. 🙏🏼♥️;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;104;2;1;support
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=17;Celebrating political support for restauration and respect of Candomblé terreiros;202;Axé. ❤️;Axé. ❤️;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;7;1;1;axé
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=18;Celebrating political support for restauration and respect of Candomblé terreiros;203;👏👏👏👏👏 asé;👏👏👏👏👏 asé;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;14;5;1;axé
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=19;Celebrating political support for restauration and respect of Candomblé terreiros;204;Axé o!🙌🙌🙌;Axé o!🙌🙌🙌;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;12;3;1;axé
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=20;Celebrating political support for restauration and respect of Candomblé terreiros;205;Parabéns. Vida longa aos ilê axé.;Congratulations. Long live the ilê axé.;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;33;1;;congratulations
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=21;Celebrating political support for restauration and respect of Candomblé terreiros;206;Excelente 👏🏾👏🏾👏🏾🏹;Excellent 👏🏾👏🏾👏🏾🏹;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;24;4;;praise
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=22;Celebrating political support for restauration and respect of Candomblé terreiros;207;Axé!;Axé!;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;4;;1;axé
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=23;Celebrating political support for restauration and respect of Candomblé terreiros;208;✊🏿🔱🖤❤️🔥;✊🏿🔱🖤❤️🔥;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;11;5;;emoji_only
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=24;Celebrating political support for restauration and respect of Candomblé terreiros;209;Axé 👏👏👏👏;Axé 👏👏👏👏;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;12;4;1;axé
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=25;Celebrating political support for restauration and respect of Candomblé terreiros;210;Que maravilha!!!;How wonderful!!!;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;16;;;praise
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=26;Celebrating political support for restauration and respect of Candomblé terreiros;211;Que noticia maravilhosa😍;Que noticia maravilhosa😍;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;25;1;;praise
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=27;Celebrating political support for restauration and respect of Candomblé terreiros;212;👏👏👏👏👏👏👏👏👏;👏👏👏👏👏👏👏👏👏;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;18;9;;emoji_only
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=28;Celebrating political support for restauration and respect of Candomblé terreiros;213;Que maravilhas!!! Muito feliz com essa informação maravilhosa!!! Deus e os Orixás os abenç cada vez mais !! Salve!!! 🤍🤍🤍🙏🏻🤍🤍🤍;How wonderful!!! I am so happy with this wonderful news!!! May God and the Orixás bless you more and more!! Hail!!! 🤍🤍🤍🙏🏻🤍🤍🤍;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;133;7;1;blessing
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=29;Celebrating political support for restauration and respect of Candomblé terreiros;214;Asé muito orgulho;Asé I am very proud;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;17;;1;axé
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=30;Celebrating political support for restauration and respect of Candomblé terreiros;215;👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿;👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;28;7;;emoji_only
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=31;Celebrating political support for restauration and respect of Candomblé terreiros;216;Fundamental pra nossa histoʻria! Kaôôô meu pai! Kaô Kabecilê!!!🏳;Fundamental to our history! Kaôôô, my father! Kaô Kabecilê!!!🏳;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;65;1;2;political
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=32;Celebrating political support for restauration and respect of Candomblé terreiros;217;👏🏿👏🏿👏🏿;👏🏿👏🏿👏🏿;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;12;3;;emoji_only
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=33;Celebrating political support for restauration and respect of Candomblé terreiros;218;✨️😊🙏🏾;✨️😊🙏🏾;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;8;3;;emoji_only
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=34;Celebrating political support for restauration and respect of Candomblé terreiros;219;Asé wà…. Parabéns a todos os envolvidos;Asé wà…. Congratulations to everyone involved.;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;39;;1;congratulations
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=35;Celebrating political support for restauration and respect of Candomblé terreiros;220;Kabìesílè🔥🔥🔥🔥👏👏👏;Kabìesílè🔥🔥🔥🔥👏👏👏;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;23;7;1;spiritual_praise
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=36;Celebrating political support for restauration and respect of Candomblé terreiros;221;ASÉ Ò;ASÉ Ò;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;5;;1;axé
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=37;Celebrating political support for restauration and respect of Candomblé terreiros;222;🩵🩵🩵;🩵🩵🩵;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;6;3;;emoji_only
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=38;Celebrating political support for restauration and respect of Candomblé terreiros;223;Juntos somos mais fortes! 🤲🏻👏🏻✊🏻;Together we are stronger! 🤲🏻👏🏻✊🏻;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;37;3;;political
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=39;Celebrating political support for restauration and respect of Candomblé terreiros;224;Axe oo;Axe oo;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;6;;1;axé
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=40;Celebrating political support for restauration and respect of Candomblé terreiros;225;👏🏿👏🏿👏🏿;👏🏿👏🏿👏🏿;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;12;3;;emoji_only
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=41;Celebrating political support for restauration and respect of Candomblé terreiros;226;😍❤️😍❤️😍😍❤️😍 Axeeee;😍❤️😍❤️😍😍❤️😍 Axeeee;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;23;8;1;axé
10;https://www.instagram.com/p/C9Cf-rYOdbF/?img_index=42;Celebrating political support for restauration and respect of Candomblé terreiros;227;AXÉ OOOÔ 😍 CASA BRANCA MERECE ISTO E MUITO MAIS, É A SEMENTE TRAZIDA PELOS AFRICANOS QUE GERMINOU E VIROU RAIZ DA NAÇÃO KETO DAS AMÉRICA E REINA NA BAHIA SÃOSALVADOR 😍 ÈPÁ BÀBÁ 🙌🏾;AXÉ OOOÔ 😍 THE WHITE HOUSE DESERVES THIS AND MUCH MORE. IT IS THE SEED BROUGHT BY THE AFRICANS THAT GERMINATED AND BECAME THE ROOTS OF THE KETO NATION OF THE AMERICAS AND REIGNS IN BAHIA, SALVADOR 😍 ÈPÁ BÀBÁ 🙌🏾;vor 62 Wo.;terreirocasabranca;38100;14.09.25;;;;;;183;3;2;political
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);228;👏🏻👏🏻👏🏻👏🏻👏🏻;👏🏻👏🏻👏🏻👏🏻👏🏻;vor 10 Wo.;terreirodogantois;69600;14.09.25;;;;;;20;5;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);229;Bom dia! O terreiro vai estar aberto na quinta e na sexta, 17 e 18 de abril? Obrigada;Good morning! Will the terreiro be open on Thursday and Friday, April 17 and 18? Thank you.;vor 23 Wo.;terreirodogantois;69600;14.09.25;;;;;;85;;1;question
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);230;😍💚💛;😍💚💛;vor 33 Wo.;terreirodogantois;69600;14.09.25;;;;;;6;3;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);231;❤️❤️❤️❤️;❤️❤️❤️❤️;vor 33 Wo.;terreirodogantois;69600;14.09.25;;;;;;8;4;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);232;👏👏👏👏👏👏👏;👏👏👏👏👏👏👏;vor 33 Wo.;terreirodogantois;69600;14.09.25;;;;;;14;7;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);233;Resistência;Resistance;vor 33 Wo.;terreirodogantois;69600;14.09.25;;;;;;11;;;political
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);234;Esse lugar tem uma força 🙌;This place has a special energy.;vor 33 Wo.;terreirodogantois;69600;14.09.25;;;;;;27;1;;praise
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);235;❤️❤️❤️❤️;❤️❤️❤️❤️;vor 33 Wo.;terreirodogantois;69600;14.09.25;;;;;;8;4;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);236;❤️;❤️;vor 33 Wo.;terreirodogantois;69600;14.09.25;;;;;;2;1;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);237;❤️❤️❤️❤️;❤️❤️❤️❤️;vor 36 Wo.;terreirodogantois;69600;14.09.25;;;;;;8;4;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);238;❤️❤️;❤️❤️;vor 59 Wo.;terreirodogantois;69600;14.09.25;;;;;;4;2;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);239;❤️❤️❤️❤️❤️❤️❤️;❤️❤️❤️❤️❤️❤️❤️;vor 64 Wo.;terreirodogantois;69600;14.09.25;;;;;;14;7;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);240;❤️;❤️;vor 83 Wo.;terreirodogantois;69600;14.09.25;;;;;;2;1;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);241;❤️;❤️;vor 89 Wo.;terreirodogantois;69600;14.09.25;;;;;;2;1;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);242;❤️❤️❤️❤️❤️❤️;❤️❤️❤️❤️❤️❤️;vor 89 Wo.;terreirodogantois;69600;14.09.25;;;;;;12;6;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);243;❤️;❤️;vor 90 Wo.;terreirodogantois;69600;14.09.25;;;;;;2;1;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);244;❤️❤️❤️❤️❤️❤️;❤️❤️❤️❤️❤️❤️;vor 119 Wo.;terreirodogantois;69600;14.09.25;;;;;;12;6;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);245;❤️;❤️;vor 121 Wo.;terreirodogantois;69600;14.09.25;;;;;;2;1;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);246;👏👏👏;👏👏👏;vor 124 Wo.;terreirodogantois;69600;14.09.25;;;;;;6;3;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);247;❤️;❤️;vor 144 Wo.;terreirodogantois;69600;14.09.25;;;;;;2;1;;emoji_only
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);248;Tem visitação?;Are visitors allowed?;vor 146 Wo.;terreirodogantois;69600;14.09.25;;;;;;14;;;question
11;https://www.instagram.com/p/B-SdA26AIab/;Info-post about Gantois' history (pinned);249;Tem visitação?;Are visitors allowed?;vor 148 Wo.;terreirodogantois;69600;14.09.25;;;;;;14;;;question
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;250;Tem gira nesse terreiro, ou é apenas uma exposição? Já procurei essa informação em vários lugares inclusive site e não achei, alguém pode me ajudar com essa dúvida?;Is there a fair at this venue, or is it just an exhibition? I've looked for this information in several places, including the website, and haven't found it. Can anyone help me with this question?;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;164;;2;question
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;251;Atotô! Salve o Rei! 🤍;Atotô! Hail the King! 🤍;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;22;1;2;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;252;🙌🙌🙌🙌🙌;🙌🙌🙌🙌🙌;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;10;5;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;253;Motumbá! Viva o rei. 🙏🏽;Motumbá! Long live the king. 🙏🏽;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;25;1;2;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;254;🙌🕊;🙌🕊;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;4;2;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;255;Atôtô 🤎🤎🤎🤍🙏🏻🤍🤎🤎🤎 Viva !!! 🪘🪘🪘🎶🎶🎶👏👏👏;Atôtô 🤎🤎🤎🤍🙏🏻🤍🤎🤎🤎 Hurray!!! 🪘🪘🪘🎶🎶🎶👏👏👏;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;54;19;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;256;🤎🤎🤎🤎;🤎🤎🤎🤎;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;8;4;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;257;🙌🏿🙏🏿🙌🏿;🙌🏿🙏🏿🙌🏿;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;12;3;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;258;❤️;❤️;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;2;1;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;259;Atotó;Atotó;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;5;;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;260;Atoto🙌❤️♾️;Atoto🙌❤️♾️;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;11;3;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;261;Atotô;Atotô;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;5;;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;262;🙌;🙌;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;2;1;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;263;🙏🏽;🙏🏽;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;4;1;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;264;Atotô! 🙏🏻❤️🙌🏼;Atotô! 🙏🏻❤️🙌🏼;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;17;3;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;265;Silêncio, o Rei está em terra!🙏🏽;Silence, the King is on the ground!;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;34;1;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;266;Atotô🤎🙏🏼;Atotô🤎🙏🏼;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;11;2;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;267;Agò 🍿;Agò 🍿;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;6;1;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;268;Atotô;Atotô;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;5;;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;269;Atotô;Atotô;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;5;;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;270;Atotô! 🙌🏽;Atotô! 🙌🏽;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;11;1;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;271;Atotôooo...🙌🏿🍿;Atotôooo...🙌🏿🍿;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;17;2;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;272;🙏;🙏;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;2;1;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;273;Atotô ajuberô!🤎;Atotô ajuberô!🤎;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;16;1;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;274;👏👏👏;👏👏👏;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;6;3;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;275;🙏🏻;🙏🏻;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;4;1;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;276;Atotô!;Atotô!;vor 4 Wo.;terreirodogantois;69600;14.09.25;;;;;;6;;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;277;❤️❤️❤️❤️❤️❤️❤️❤️;❤️❤️❤️❤️❤️❤️❤️❤️;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;16;8;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;278;❤️❤️❤️ iya masse mojuba!;❤️❤️❤️ iya masse mojuba!;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;24;3;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;279;🙌🏽🙏🏽 Axé Atotô 🙏🏽;🙌🏽🙏🏽 Axé Atotô 🙏🏽;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;23;3;2;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;280;ATOTÔ! 🕯🤍🤎;ATOTÔ! 🕯🤍🤎;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;13;3;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;281;Atotô 🙌;Atotô 🙌;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;8;1;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;282;🤍;🤍;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;2;1;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;283;💛🤎;💛🤎;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;4;2;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;284;🍀🍀;🍀🍀;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;4;2;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;285;Atotô;Atotô;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;5;;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;286;🙌🙌🙌🙌🙌🙌🙌❤️;🙌🙌🙌🙌🙌🙌🙌❤️;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;16;8;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;287;😍😍😍;😍😍😍;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;6;3;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;288;ATOTÔOOO🙌🙌🙌🙌🙌🙌;ATOTÔOOO🙌🙌🙌🙌🙌🙌;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;20;6;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;289;Salve.;Save us.;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;6;;;blessing
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;290;🙌🙌🤍🤍 Atotô!!;🙌🙌🤍🤍 Atotô!!;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;16;4;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;291;Atotô ❤️;Atotô ❤️;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;8;1;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;292;❤️🙌;❤️🙌;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;4;2;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;293;atotô;atotô;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;5;;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;294;❤️❤️❤️❤️;❤️❤️❤️❤️;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;8;4;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;295;Atotó!;Atotó!;vor 3 Wo.;terreirodogantois;69600;14.09.25;;;;;;6;;1;spiritual_praise
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;296;❤️;❤️;vor 2 Wo.;terreirodogantois;69600;14.09.25;;;;;;2;1;;emoji_only
12;https://www.instagram.com/p/DNdWduJAWyw/;Celebrating orixá Omolu;297;❤️🙏🏻;❤️🙏🏻;vor 2 Wo.;terreirodogantois;69600;14.09.25;;;;;;6;2;;emoji_only
13;https://www.instagram.com/p/DG8QA16A91p/;Celebrating international womens' day;298;O que seríamos nós sem as mulheres para perpetuar e preservar nosso axé?;What would we be without women to perpetuate and preserve our axé?;vor 27 Wo.;terreirodogantois;69600;14.09.25;;;;;;72;;1;political
13;https://www.instagram.com/p/DG8QA16A91p/;Celebrating international womens' day;299;❤️;❤️;vor 27 Wo.;terreirodogantois;69600;14.09.25;;;;;;2;1;;emoji_only
13;https://www.instagram.com/p/DG8QA16A91p/;Celebrating international womens' day;300;@simone_dias_rainha_espadas feliz dia, mãe;@simone_dias_rainha_espadas Happy Mother's Day, Mom!;vor 27 Wo.;terreirodogantois;69600;14.09.25;;;;;;42;;;tag
13;https://www.instagram.com/p/DG8QA16A91p/;Celebrating international womens' day;301;😍;😍;vor 27 Wo.;terreirodogantois;69600;14.09.25;;;;;;2;1;;emoji_only
13;https://www.instagram.com/p/DG8QA16A91p/;Celebrating international womens' day;302;😍😍😍🙏🏻😍😍😍👏👏👏;😍😍😍🙏🏻😍😍😍👏👏👏;vor 27 Wo.;terreirodogantois;69600;14.09.25;;;;;;22;10;;emoji_only
13;https://www.instagram.com/p/DG8QA16A91p/;Celebrating international womens' day;303;❤️🌻😍;❤️🌻😍;vor 27 Wo.;terreirodogantois;69600;14.09.25;;;;;;6;3;;emoji_only
